"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,index,linecount,pid,process,punct,source,sourcetype,"splunk_server","splunk_server_group",timeendpos,timestartpos
"May  1 16:40:07 metasploitable3-ub1404 sshd[3826]: Failed password for invalid user system from 10.0.2.5 port 53544 ssh2","2025-05-01T19:40:07.000+0300",16,1,40,may,7,thursday,2025,local,,"metasploitable3-ub1404",main,1,3826,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:06 metasploitable3-ub1404 sshd[3828]: Failed password for invalid user system from 10.0.2.5 port 53556 ssh2","2025-05-01T19:40:06.000+0300",16,1,40,may,6,thursday,2025,local,,"metasploitable3-ub1404",main,1,3828,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:06 metasploitable3-ub1404 sshd[3818]: Failed password for invalid user system from 10.0.2.5 port 53524 ssh2","2025-05-01T19:40:06.000+0300",16,1,40,may,6,thursday,2025,local,,"metasploitable3-ub1404",main,1,3818,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:06 metasploitable3-ub1404 sshd[3822]: Failed password for invalid user system from 10.0.2.5 port 53536 ssh2","2025-05-01T19:40:06.000+0300",16,1,40,may,6,thursday,2025,local,,"metasploitable3-ub1404",main,1,3822,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:06 metasploitable3-ub1404 sshd[3820]: Failed password for invalid user system from 10.0.2.5 port 53534 ssh2","2025-05-01T19:40:06.000+0300",16,1,40,may,6,thursday,2025,local,,"metasploitable3-ub1404",main,1,3820,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:06 metasploitable3-ub1404 sshd[3834]: Failed password for invalid user system from 10.0.2.5 port 53574 ssh2","2025-05-01T19:40:06.000+0300",16,1,40,may,6,thursday,2025,local,,"metasploitable3-ub1404",main,1,3834,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:04 metasploitable3-ub1404 sshd[3832]: Failed password for invalid user system from 10.0.2.5 port 53562 ssh2","2025-05-01T19:40:04.000+0300",16,1,40,may,4,thursday,2025,local,,"metasploitable3-ub1404",main,1,3832,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:04 metasploitable3-ub1404 sshd[3830]: Failed password for invalid user system from 10.0.2.5 port 53558 ssh2","2025-05-01T19:40:04.000+0300",16,1,40,may,4,thursday,2025,local,,"metasploitable3-ub1404",main,1,3830,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:04 metasploitable3-ub1404 sshd[3816]: Failed password for invalid user system from 10.0.2.5 port 52964 ssh2","2025-05-01T19:40:04.000+0300",16,1,40,may,4,thursday,2025,local,,"metasploitable3-ub1404",main,1,3816,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:04 metasploitable3-ub1404 sshd[3824]: Failed password for invalid user system from 10.0.2.5 port 53538 ssh2","2025-05-01T19:40:04.000+0300",16,1,40,may,4,thursday,2025,local,,"metasploitable3-ub1404",main,1,3824,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:04 metasploitable3-ub1404 sshd[3826]: Failed password for invalid user system from 10.0.2.5 port 53544 ssh2","2025-05-01T19:40:04.000+0300",16,1,40,may,4,thursday,2025,local,,"metasploitable3-ub1404",main,1,3826,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:04 metasploitable3-ub1404 sshd[3828]: Failed password for invalid user system from 10.0.2.5 port 53556 ssh2","2025-05-01T19:40:04.000+0300",16,1,40,may,4,thursday,2025,local,,"metasploitable3-ub1404",main,1,3828,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:04 metasploitable3-ub1404 sshd[3818]: Failed password for invalid user system from 10.0.2.5 port 53524 ssh2","2025-05-01T19:40:04.000+0300",16,1,40,may,4,thursday,2025,local,,"metasploitable3-ub1404",main,1,3818,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:04 metasploitable3-ub1404 sshd[3822]: Failed password for invalid user system from 10.0.2.5 port 53536 ssh2","2025-05-01T19:40:04.000+0300",16,1,40,may,4,thursday,2025,local,,"metasploitable3-ub1404",main,1,3822,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:04 metasploitable3-ub1404 sshd[3820]: Failed password for invalid user system from 10.0.2.5 port 53534 ssh2","2025-05-01T19:40:04.000+0300",16,1,40,may,4,thursday,2025,local,,"metasploitable3-ub1404",main,1,3820,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:03 metasploitable3-ub1404 sshd[3814]: Failed password for invalid user system from 10.0.2.5 port 52962 ssh2","2025-05-01T19:40:03.000+0300",16,1,40,may,3,thursday,2025,local,,"metasploitable3-ub1404",main,1,3814,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:02 metasploitable3-ub1404 sshd[3812]: Failed password for invalid user system from 10.0.2.5 port 52948 ssh2","2025-05-01T19:40:02.000+0300",16,1,40,may,2,thursday,2025,local,,"metasploitable3-ub1404",main,1,3812,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:02 metasploitable3-ub1404 sshd[3810]: Failed password for invalid user system from 10.0.2.5 port 52928 ssh2","2025-05-01T19:40:02.000+0300",16,1,40,may,2,thursday,2025,local,,"metasploitable3-ub1404",main,1,3810,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:02 metasploitable3-ub1404 sshd[3816]: Failed password for invalid user system from 10.0.2.5 port 52964 ssh2","2025-05-01T19:40:02.000+0300",16,1,40,may,2,thursday,2025,local,,"metasploitable3-ub1404",main,1,3816,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:01 metasploitable3-ub1404 sshd[3818]: Failed password for invalid user system from 10.0.2.5 port 53524 ssh2","2025-05-01T19:40:01.000+0300",16,1,40,may,1,thursday,2025,local,,"metasploitable3-ub1404",main,1,3818,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:01 metasploitable3-ub1404 sshd[3808]: Failed password for invalid user system from 10.0.2.5 port 52924 ssh2","2025-05-01T19:40:01.000+0300",16,1,40,may,1,thursday,2025,local,,"metasploitable3-ub1404",main,1,3808,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:01 metasploitable3-ub1404 sshd[3800]: Failed password for invalid user system from 10.0.2.5 port 52860 ssh2","2025-05-01T19:40:01.000+0300",16,1,40,may,1,thursday,2025,local,,"metasploitable3-ub1404",main,1,3800,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:01 metasploitable3-ub1404 sshd[3806]: Failed password for invalid user system from 10.0.2.5 port 52896 ssh2","2025-05-01T19:40:01.000+0300",16,1,40,may,1,thursday,2025,local,,"metasploitable3-ub1404",main,1,3806,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:01 metasploitable3-ub1404 sshd[3804]: Failed password for invalid user system from 10.0.2.5 port 52884 ssh2","2025-05-01T19:40:01.000+0300",16,1,40,may,1,thursday,2025,local,,"metasploitable3-ub1404",main,1,3804,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:01 metasploitable3-ub1404 sshd[3802]: Failed password for invalid user system from 10.0.2.5 port 52874 ssh2","2025-05-01T19:40:01.000+0300",16,1,40,may,1,thursday,2025,local,,"metasploitable3-ub1404",main,1,3802,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:01 metasploitable3-ub1404 sshd[3814]: Failed password for invalid user system from 10.0.2.5 port 52962 ssh2","2025-05-01T19:40:01.000+0300",16,1,40,may,1,thursday,2025,local,,"metasploitable3-ub1404",main,1,3814,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:00 metasploitable3-ub1404 sshd[3812]: Failed password for invalid user system from 10.0.2.5 port 52948 ssh2","2025-05-01T19:40:00.000+0300",16,1,40,may,0,thursday,2025,local,,"metasploitable3-ub1404",main,1,3812,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:00 metasploitable3-ub1404 sshd[3810]: Failed password for invalid user system from 10.0.2.5 port 52928 ssh2","2025-05-01T19:40:00.000+0300",16,1,40,may,0,thursday,2025,local,,"metasploitable3-ub1404",main,1,3810,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:40:00 metasploitable3-ub1404 sshd[3816]: Failed password for invalid user system from 10.0.2.5 port 52964 ssh2","2025-05-01T19:40:00.000+0300",16,1,40,may,0,thursday,2025,local,,"metasploitable3-ub1404",main,1,3816,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:59 metasploitable3-ub1404 sshd[3818]: Failed password for invalid user system from 10.0.2.5 port 53524 ssh2","2025-05-01T19:39:59.000+0300",16,1,39,may,59,thursday,2025,local,,"metasploitable3-ub1404",main,1,3818,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:59 metasploitable3-ub1404 sshd[3808]: Failed password for invalid user system from 10.0.2.5 port 52924 ssh2","2025-05-01T19:39:59.000+0300",16,1,39,may,59,thursday,2025,local,,"metasploitable3-ub1404",main,1,3808,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:59 metasploitable3-ub1404 sshd[3800]: Failed password for invalid user system from 10.0.2.5 port 52860 ssh2","2025-05-01T19:39:59.000+0300",16,1,39,may,59,thursday,2025,local,,"metasploitable3-ub1404",main,1,3800,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:59 metasploitable3-ub1404 sshd[3806]: Failed password for invalid user system from 10.0.2.5 port 52896 ssh2","2025-05-01T19:39:59.000+0300",16,1,39,may,59,thursday,2025,local,,"metasploitable3-ub1404",main,1,3806,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:59 metasploitable3-ub1404 sshd[3804]: Failed password for invalid user system from 10.0.2.5 port 52884 ssh2","2025-05-01T19:39:59.000+0300",16,1,39,may,59,thursday,2025,local,,"metasploitable3-ub1404",main,1,3804,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:59 metasploitable3-ub1404 sshd[3802]: Failed password for invalid user system from 10.0.2.5 port 52874 ssh2","2025-05-01T19:39:59.000+0300",16,1,39,may,59,thursday,2025,local,,"metasploitable3-ub1404",main,1,3802,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:58 metasploitable3-ub1404 sshd[3814]: Failed password for invalid user system from 10.0.2.5 port 52962 ssh2","2025-05-01T19:39:58.000+0300",16,1,39,may,58,thursday,2025,local,,"metasploitable3-ub1404",main,1,3814,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:57 metasploitable3-ub1404 sshd[3812]: Failed password for invalid user system from 10.0.2.5 port 52948 ssh2","2025-05-01T19:39:57.000+0300",16,1,39,may,57,thursday,2025,local,,"metasploitable3-ub1404",main,1,3812,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:57 metasploitable3-ub1404 sshd[3810]: Failed password for invalid user system from 10.0.2.5 port 52928 ssh2","2025-05-01T19:39:57.000+0300",16,1,39,may,57,thursday,2025,local,,"metasploitable3-ub1404",main,1,3810,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:57 metasploitable3-ub1404 sshd[3816]: Failed password for invalid user system from 10.0.2.5 port 52964 ssh2","2025-05-01T19:39:57.000+0300",16,1,39,may,57,thursday,2025,local,,"metasploitable3-ub1404",main,1,3816,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:57 metasploitable3-ub1404 sshd[3808]: Failed password for invalid user system from 10.0.2.5 port 52924 ssh2","2025-05-01T19:39:57.000+0300",16,1,39,may,57,thursday,2025,local,,"metasploitable3-ub1404",main,1,3808,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:57 metasploitable3-ub1404 sshd[3806]: Failed password for invalid user system from 10.0.2.5 port 52896 ssh2","2025-05-01T19:39:57.000+0300",16,1,39,may,57,thursday,2025,local,,"metasploitable3-ub1404",main,1,3806,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:57 metasploitable3-ub1404 sshd[3800]: Failed password for invalid user system from 10.0.2.5 port 52860 ssh2","2025-05-01T19:39:57.000+0300",16,1,39,may,57,thursday,2025,local,,"metasploitable3-ub1404",main,1,3800,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:56 metasploitable3-ub1404 sshd[3804]: Failed password for invalid user system from 10.0.2.5 port 52884 ssh2","2025-05-01T19:39:56.000+0300",16,1,39,may,56,thursday,2025,local,,"metasploitable3-ub1404",main,1,3804,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:56 metasploitable3-ub1404 sshd[3798]: Failed password for invalid user system from 10.0.2.5 port 52852 ssh2","2025-05-01T19:39:56.000+0300",16,1,39,may,56,thursday,2025,local,,"metasploitable3-ub1404",main,1,3798,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:56 metasploitable3-ub1404 sshd[3802]: Failed password for invalid user system from 10.0.2.5 port 52874 ssh2","2025-05-01T19:39:56.000+0300",16,1,39,may,56,thursday,2025,local,,"metasploitable3-ub1404",main,1,3802,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:56 metasploitable3-ub1404 sshd[3814]: Failed password for invalid user system from 10.0.2.5 port 52962 ssh2","2025-05-01T19:39:56.000+0300",16,1,39,may,56,thursday,2025,local,,"metasploitable3-ub1404",main,1,3814,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:55 metasploitable3-ub1404 sshd[3812]: Failed password for invalid user system from 10.0.2.5 port 52948 ssh2","2025-05-01T19:39:55.000+0300",16,1,39,may,55,thursday,2025,local,,"metasploitable3-ub1404",main,1,3812,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:55 metasploitable3-ub1404 sshd[3810]: Failed password for invalid user system from 10.0.2.5 port 52928 ssh2","2025-05-01T19:39:55.000+0300",16,1,39,may,55,thursday,2025,local,,"metasploitable3-ub1404",main,1,3810,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:55 metasploitable3-ub1404 sshd[3816]: Failed password for invalid user system from 10.0.2.5 port 52964 ssh2","2025-05-01T19:39:55.000+0300",16,1,39,may,55,thursday,2025,local,,"metasploitable3-ub1404",main,1,3816,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:55 metasploitable3-ub1404 sshd[3808]: Failed password for invalid user system from 10.0.2.5 port 52924 ssh2","2025-05-01T19:39:55.000+0300",16,1,39,may,55,thursday,2025,local,,"metasploitable3-ub1404",main,1,3808,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:55 metasploitable3-ub1404 sshd[3798]: Failed password for invalid user system from 10.0.2.5 port 52852 ssh2","2025-05-01T19:39:55.000+0300",16,1,39,may,55,thursday,2025,local,,"metasploitable3-ub1404",main,1,3798,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:54 metasploitable3-ub1404 sshd[3806]: Failed password for invalid user system from 10.0.2.5 port 52896 ssh2","2025-05-01T19:39:54.000+0300",16,1,39,may,54,thursday,2025,local,,"metasploitable3-ub1404",main,1,3806,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:54 metasploitable3-ub1404 sshd[3800]: Failed password for invalid user system from 10.0.2.5 port 52860 ssh2","2025-05-01T19:39:54.000+0300",16,1,39,may,54,thursday,2025,local,,"metasploitable3-ub1404",main,1,3800,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:54 metasploitable3-ub1404 sshd[3804]: Failed password for invalid user system from 10.0.2.5 port 52884 ssh2","2025-05-01T19:39:54.000+0300",16,1,39,may,54,thursday,2025,local,,"metasploitable3-ub1404",main,1,3804,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:54 metasploitable3-ub1404 sshd[3802]: Failed password for invalid user system from 10.0.2.5 port 52874 ssh2","2025-05-01T19:39:54.000+0300",16,1,39,may,54,thursday,2025,local,,"metasploitable3-ub1404",main,1,3802,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:54 metasploitable3-ub1404 sshd[3814]: Failed password for invalid user system from 10.0.2.5 port 52962 ssh2","2025-05-01T19:39:54.000+0300",16,1,39,may,54,thursday,2025,local,,"metasploitable3-ub1404",main,1,3814,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:53 metasploitable3-ub1404 sshd[3812]: Failed password for invalid user system from 10.0.2.5 port 52948 ssh2","2025-05-01T19:39:53.000+0300",16,1,39,may,53,thursday,2025,local,,"metasploitable3-ub1404",main,1,3812,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:52 metasploitable3-ub1404 sshd[3810]: Failed password for invalid user system from 10.0.2.5 port 52928 ssh2","2025-05-01T19:39:52.000+0300",16,1,39,may,52,thursday,2025,local,,"metasploitable3-ub1404",main,1,3810,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:52 metasploitable3-ub1404 sshd[3816]: Failed password for invalid user system from 10.0.2.5 port 52964 ssh2","2025-05-01T19:39:52.000+0300",16,1,39,may,52,thursday,2025,local,,"metasploitable3-ub1404",main,1,3816,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:52 metasploitable3-ub1404 sshd[3808]: Failed password for invalid user system from 10.0.2.5 port 52924 ssh2","2025-05-01T19:39:52.000+0300",16,1,39,may,52,thursday,2025,local,,"metasploitable3-ub1404",main,1,3808,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:52 metasploitable3-ub1404 sshd[3798]: Failed password for invalid user system from 10.0.2.5 port 52852 ssh2","2025-05-01T19:39:52.000+0300",16,1,39,may,52,thursday,2025,local,,"metasploitable3-ub1404",main,1,3798,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:52 metasploitable3-ub1404 sshd[3806]: Failed password for invalid user system from 10.0.2.5 port 52896 ssh2","2025-05-01T19:39:52.000+0300",16,1,39,may,52,thursday,2025,local,,"metasploitable3-ub1404",main,1,3806,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:52 metasploitable3-ub1404 sshd[3800]: Failed password for invalid user system from 10.0.2.5 port 52860 ssh2","2025-05-01T19:39:52.000+0300",16,1,39,may,52,thursday,2025,local,,"metasploitable3-ub1404",main,1,3800,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:52 metasploitable3-ub1404 sshd[3804]: Failed password for invalid user system from 10.0.2.5 port 52884 ssh2","2025-05-01T19:39:52.000+0300",16,1,39,may,52,thursday,2025,local,,"metasploitable3-ub1404",main,1,3804,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:52 metasploitable3-ub1404 sshd[3802]: Failed password for invalid user system from 10.0.2.5 port 52874 ssh2","2025-05-01T19:39:52.000+0300",16,1,39,may,52,thursday,2025,local,,"metasploitable3-ub1404",main,1,3802,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:51 metasploitable3-ub1404 sshd[3814]: Failed password for invalid user system from 10.0.2.5 port 52962 ssh2","2025-05-01T19:39:51.000+0300",16,1,39,may,51,thursday,2025,local,,"metasploitable3-ub1404",main,1,3814,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:51 metasploitable3-ub1404 sshd[3812]: Failed password for invalid user system from 10.0.2.5 port 52948 ssh2","2025-05-01T19:39:51.000+0300",16,1,39,may,51,thursday,2025,local,,"metasploitable3-ub1404",main,1,3812,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:50 metasploitable3-ub1404 sshd[3810]: Failed password for invalid user system from 10.0.2.5 port 52928 ssh2","2025-05-01T19:39:50.000+0300",16,1,39,may,50,thursday,2025,local,,"metasploitable3-ub1404",main,1,3810,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:50 metasploitable3-ub1404 sshd[3796]: Failed password for invalid user system from 10.0.2.5 port 52836 ssh2","2025-05-01T19:39:50.000+0300",16,1,39,may,50,thursday,2025,local,,"metasploitable3-ub1404",main,1,3796,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:50 metasploitable3-ub1404 sshd[3808]: Failed password for invalid user system from 10.0.2.5 port 52924 ssh2","2025-05-01T19:39:50.000+0300",16,1,39,may,50,thursday,2025,local,,"metasploitable3-ub1404",main,1,3808,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:50 metasploitable3-ub1404 sshd[3798]: Failed password for invalid user system from 10.0.2.5 port 52852 ssh2","2025-05-01T19:39:50.000+0300",16,1,39,may,50,thursday,2025,local,,"metasploitable3-ub1404",main,1,3798,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:49 metasploitable3-ub1404 sshd[3806]: Failed password for invalid user system from 10.0.2.5 port 52896 ssh2","2025-05-01T19:39:49.000+0300",16,1,39,may,49,thursday,2025,local,,"metasploitable3-ub1404",main,1,3806,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:49 metasploitable3-ub1404 sshd[3800]: Failed password for invalid user system from 10.0.2.5 port 52860 ssh2","2025-05-01T19:39:49.000+0300",16,1,39,may,49,thursday,2025,local,,"metasploitable3-ub1404",main,1,3800,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:49 metasploitable3-ub1404 sshd[3804]: Failed password for invalid user system from 10.0.2.5 port 52884 ssh2","2025-05-01T19:39:49.000+0300",16,1,39,may,49,thursday,2025,local,,"metasploitable3-ub1404",main,1,3804,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:49 metasploitable3-ub1404 sshd[3802]: Failed password for invalid user system from 10.0.2.5 port 52874 ssh2","2025-05-01T19:39:49.000+0300",16,1,39,may,49,thursday,2025,local,,"metasploitable3-ub1404",main,1,3802,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:48 metasploitable3-ub1404 sshd[3793]: Failed password for invalid user system from 10.0.2.5 port 52830 ssh2","2025-05-01T19:39:48.000+0300",16,1,39,may,48,thursday,2025,local,,"metasploitable3-ub1404",main,1,3793,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:48 metasploitable3-ub1404 sshd[3792]: Failed password for invalid user system from 10.0.2.5 port 52814 ssh2","2025-05-01T19:39:48.000+0300",16,1,39,may,48,thursday,2025,local,,"metasploitable3-ub1404",main,1,3792,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:48 metasploitable3-ub1404 sshd[3796]: Failed password for invalid user system from 10.0.2.5 port 52836 ssh2","2025-05-01T19:39:48.000+0300",16,1,39,may,48,thursday,2025,local,,"metasploitable3-ub1404",main,1,3796,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:48 metasploitable3-ub1404 sshd[3790]: Failed password for invalid user system from 10.0.2.5 port 52810 ssh2","2025-05-01T19:39:48.000+0300",16,1,39,may,48,thursday,2025,local,,"metasploitable3-ub1404",main,1,3790,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:48 metasploitable3-ub1404 sshd[3798]: Failed password for invalid user system from 10.0.2.5 port 52852 ssh2","2025-05-01T19:39:48.000+0300",16,1,39,may,48,thursday,2025,local,,"metasploitable3-ub1404",main,1,3798,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:48 metasploitable3-ub1404 sshd[3788]: Failed password for invalid user system from 10.0.2.5 port 52796 ssh2","2025-05-01T19:39:48.000+0300",16,1,39,may,48,thursday,2025,local,,"metasploitable3-ub1404",main,1,3788,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:48 metasploitable3-ub1404 sshd[3785]: Failed password for invalid user system from 10.0.2.5 port 38390 ssh2","2025-05-01T19:39:48.000+0300",16,1,39,may,48,thursday,2025,local,,"metasploitable3-ub1404",main,1,3785,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:47 metasploitable3-ub1404 sshd[3783]: Failed password for invalid user system from 10.0.2.5 port 38380 ssh2","2025-05-01T19:39:47.000+0300",16,1,39,may,47,thursday,2025,local,,"metasploitable3-ub1404",main,1,3783,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:47 metasploitable3-ub1404 sshd[3782]: Failed password for invalid user system from 10.0.2.5 port 38372 ssh2","2025-05-01T19:39:47.000+0300",16,1,39,may,47,thursday,2025,local,,"metasploitable3-ub1404",main,1,3782,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:39:47 metasploitable3-ub1404 sshd[3780]: Failed password for invalid user system from 10.0.2.5 port 38358 ssh2","2025-05-01T19:39:47.000+0300",16,1,39,may,47,thursday,2025,local,,"metasploitable3-ub1404",main,1,3780,sshd,"___::_-_[]:________...___","/var/log/auth.log","linux_secure",Attacker,,16,0
